startest,,鱼雷,手动触发,,2015-06-03,--&-0.09&--&--&--&--,--&--&--&--,--,--,0.2,0.2,--&--,--
0,1,1,1,1,1,1,0,0,0,0,0,0,1
True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.45915222168,4.48318481445,4.45724487305,4.47242736816,0.0,0.0,0
0.0005,-0.1013,-0.0936133850098,-0.1013,-0.1013,-0.1013,-0.1013,4.44488525391,4.46937561035,4.44496154785,4.45762634277,0.0,0.0,0.0
0.001,-0.1013,-0.107918499756,-0.1013,-0.1013,-0.1013,-0.1013,4.43305969238,4.4554901123,4.43145751953,4.44549560547,0.0,0.0,0.0
0.0015,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.4441986084,4.47555541992,4.4563293457,4.47769165039,0.0,0.0,0.0
0.002,-0.1013,-0.111733197021,-0.1013,-0.1013,-0.1013,-0.1013,4.5735168457,4.60708618164,4.59281921387,4.61608886719,0.0,0.0,0.0
0.0025,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.6654510498,4.69116210938,4.66377258301,4.67910766602,0.0,0.0,0.0
0.003,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.65148925781,4.67704772949,4.65156555176,4.66407775879,0.0,0.0,0.0
0.0035,-0.1013,-0.120554684448,-0.1013,-0.1013,-0.1013,-0.1013,4.63623046875,4.65980529785,4.6346282959,4.64897155762,0.0,0.0,0.0
0.004,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.61921691895,4.64530944824,4.61868286133,4.63340759277,0.0,0.0,0.0
0.0045,-0.1013,-0.110064266968,-0.1013,-0.1013,-0.1013,-0.1013,4.60586547852,4.62890625,4.60472106934,4.61769104004,0.0,0.0,0.0
0.005,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.59053039551,4.61540222168,4.58908081055,4.60403442383,0.0,0.0,0.0
0.0055,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.57565307617,4.60052490234,4.57557678223,4.58854675293,0.0,0.0,0.0
0.006,-0.1013,-0.112448452759,-0.1013,-0.1013,-0.1013,-0.1013,4.56237792969,4.58587646484,4.56085205078,4.57534790039,0.0,0.0,0.0
0.0065,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.54704284668,4.5726776123,4.54650878906,4.560546875,0.0,0.0,0.0
0.007,-0.1013,-0.119124172974,-0.1013,-0.1013,-0.1013,-0.1013,4.53453063965,4.55741882324,4.53338623047,4.54643249512,0.0,0.0,0.0
0.0075,-0.1013,-0.112448452759,-0.1013,-0.1013,-0.1013,-0.1013,4.51972961426,4.54467773438,4.51835632324,4.53338623047,0.0,0.0,0.0
0.008,-0.1013,-0.117932080078,-0.1013,-0.1013,-0.1013,-0.1013,4.50569152832,4.5304107666,4.50592041016,4.51858520508,0.0,0.0,0.0
0.0085,-0.1013,-0.115547894287,-0.1013,-0.1013,-0.1013,-0.1013,4.49333190918,4.51629638672,4.49157714844,4.50607299805,0.0,0.0,0.0
0.009,-0.1013,-0.107680081177,-0.1013,-0.1013,-0.1013,-0.1013,4.47807312012,4.50355529785,4.47784423828,4.49203491211,0.0,0.0,0.0
0.0095,-0.1013,-0.110779522705,-0.1013,-0.1013,-0.1013,-0.1013,4.46617126465,4.48867797852,4.4652557373,4.47799682617,0.0,0.0,0.0
0.01,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.45190429688,4.47647094727,4.45068359375,4.4654083252,0.0,0.0,0.0
0.0105,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.43794250488,4.46235656738,4.43840026855,4.45091247559,0.0,0.0,0.0
0.011,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.43199157715,4.45587158203,4.43328857422,4.44892883301,0.0,0.0,0.0
0.0115,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.49752807617,4.53216552734,4.51622009277,4.5401763916,0.0,0.0,0.0
0.012,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.63973999023,4.67025756836,4.65187072754,4.67086791992,0.0,0.0,0.0
0.0125,-0.1013,-0.105772732544,-0.1013,-0.1013,-0.1013,-0.1013,4.66133117676,4.68704223633,4.65873718262,4.67292785645,0.0,0.0,0.0
0.013,-0.1013,-0.110779522705,-0.1013,-0.1013,-0.1013,-0.1013,4.64317321777,4.66781616211,4.64302062988,4.6558380127,0.0,0.0,0.0
0.0135,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.62829589844,4.65187072754,4.62615966797,4.64126586914,0.0,0.0,0.0
0.014,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.61143493652,4.63760375977,4.61082458496,4.62516784668,0.0,0.0,0.0
0.0145,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.59861755371,4.6215057373,4.59732055664,4.61013793945,0.0,0.0,0.0
0.015,-0.1013,-0.116739987183,-0.1013,-0.1013,-0.1013,-0.1013,4.58267211914,4.60815429688,4.58145141602,4.59663391113,0.0,0.0,0.0
0.0155,-0.1013,-0.122223614502,-0.1013,-0.1013,-0.1013,-0.1013,4.56802368164,4.59281921387,4.56878662109,4.58114624023,0.0,0.0,0.0
0.016,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.55513000488,4.57870483398,4.55368041992,4.56848144531,0.0,0.0,0.0
0.0165,-0.1013,-0.112686871338,-0.1013,-0.1013,-0.1013,-0.1013,4.53987121582,4.56550598145,4.53948974609,4.55360412598,0.0,0.0,0.0
0.017,-0.1013,-0.106964825439,-0.1013,-0.1013,-0.1013,-0.1013,4.52758789062,4.55024719238,4.52651977539,4.53941345215,0.0,0.0,0.0
0.0175,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.51240539551,4.53788757324,4.51141357422,4.52644348145,0.0,0.0,0.0
0.018,-0.1013,-0.106011151123,-0.1013,-0.1013,-0.1013,-0.1013,4.49890136719,4.5231628418,4.49920654297,4.51171875,0.0,0.0,0.0
0.0185,-0.1013,-0.11745524292,-0.1013,-0.1013,-0.1013,-0.1013,4.48654174805,4.50942993164,4.48448181152,4.49935913086,0.0,0.0,0.0
0.019,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.47113037109,4.49668884277,4.4709777832,4.48516845703,0.0,0.0,0.0
0.0195,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.45922851562,4.48188781738,4.45831298828,4.47135925293,0.0,0.0,0.0
0.02,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.44488525391,4.46975708008,4.44396972656,4.45846557617,0.0,0.0,0.0
0.0205,-0.1013,-0.110302685547,-0.1013,-0.1013,-0.1013,-0.1013,4.43145751953,4.4556427002,4.43176269531,4.44458007812,0.0,0.0,0.0
0.021,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.44717407227,4.47624206543,4.45854187012,4.47952270508,0.0,0.0,0.0
0.0215,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.57420349121,4.61036682129,4.59403991699,4.6183013916,0.0,0.0,0.0
0.022,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.66590881348,4.6891784668,4.66415405273,4.677734375,0.0,0.0,0.0
0.0225,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.65087890625,4.67658996582,4.64935302734,4.66438293457,0.0,0.0,0.0
0.023,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.63432312012,4.65927124023,4.63417053223,4.64736938477,0.0,0.0,0.0
0.0235,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.62005615234,4.64385986328,4.61822509766,4.63287353516,0.0,0.0,0.0
0.024,-0.1013,-0.114355801392,-0.1013,-0.1013,-0.1013,-0.1013,4.60334777832,4.62944030762,4.60327148438,4.6174621582,0.0,0.0,0.0
0.0245,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.5906829834,4.61372375488,4.58938598633,4.60258483887,0.0,0.0,0.0
0.025,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.57504272461,4.60037231445,4.57382202148,4.58885192871,0.0,0.0,0.0
0.0255,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.56047058105,4.58518981934,4.56069946289,4.57366943359,0.0,0.0,0.0
0.026,-0.1013,-0.119362591553,-0.1013,-0.1013,-0.1013,-0.1013,4.54772949219,4.57092285156,4.54620361328,4.560546875,0.0,0.0,0.0
0.0265,-0.1013,-0.116739987183,-0.1013,-0.1013,-0.1013,-0.1013,4.5320892334,4.55787658691,4.53178405762,4.54605102539,0.0,0.0,0.0
0.027,-0.1013,-0.118170498657,-0.1013,-0.1013,-0.1013,-0.1013,4.52011108398,4.5426940918,4.51889038086,4.53193664551,0.0,0.0,0.0
0.0275,-0.1013,-0.10958742981,-0.1013,-0.1013,-0.1013,-0.1013,4.50523376465,4.53018188477,4.50401306152,4.5191192627,0.0,0.0,0.0
0.028,-0.1013,-0.116263150024,-0.1013,-0.1013,-0.1013,-0.1013,4.49157714844,4.51599121094,4.49157714844,4.50424194336,0.0,0.0,0.0
0.0285,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.4792175293,4.501953125,4.47746276855,4.49165344238,0.0,0.0,0.0
0.029,-0.1013,-0.12007784729,-0.1013,-0.1013,-0.1013,-0.1013,4.46403503418,4.48928833008,4.46380615234,4.47769165039,0.0,0.0,0.0
0.0295,-0.1013,-0.110541104126,-0.1013,-0.1013,-0.1013,-0.1013,4.45236206055,4.47456359863,4.45137023926,4.46388244629,0.0,0.0,0.0
0.03,-0.1013,-0.121031521606,-0.1013,-0.1013,-0.1013,-0.1013,4.43778991699,4.46235656738,4.43649291992,4.4514465332,0.0,0.0,0.0
0.0305,-0.1013,-0.112448452759,-0.1013,-0.1013,-0.1013,-0.1013,4.4312286377,4.45693969727,4.43435668945,4.44831848145,0.0,0.0,0.0
0.031,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.50637817383,4.5393371582,4.52438354492,4.54933166504,0.0,0.0,0.0
0.0315,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.64317321777,4.67575073242,4.65484619141,4.67422485352,0.0,0.0,0.0
0.032,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.6607208252,4.68284606934,4.65759277344,4.6703338623,0.0,0.0,0.0
0.0325,-0.1013,-0.108872174072,-0.1013,-0.1013,-0.1013,-0.1013,4.64141845703,4.6671295166,4.63996887207,4.65538024902,0.0,0.0,0.0
0.033,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.62562561035,4.65049743652,4.62585449219,4.63851928711,0.0,0.0,0.0
0.0335,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.61166381836,4.63500976562,4.60960388184,4.62463378906,0.0,0.0,0.0
0.034,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.59526062012,4.62120056152,4.59487915039,4.60914611816,0.0,0.0,0.0
0.0345,-0.1013,-0.119362591553,-0.1013,-0.1013,-0.1013,-0.1013,4.5824432373,4.60548400879,4.58137512207,4.59457397461,0.0,0.0,0.0
0.035,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.56680297852,4.59251403809,4.56588745117,4.58068847656,0.0,0.0,0.0
0.0355,-0.1013,-0.118885754395,-0.1013,-0.1013,-0.1013,-0.1013,4.55268859863,4.57710266113,4.55307006836,4.56565856934,0.0,0.0,0.0
0.036,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.53971862793,4.56321716309,4.53765869141,4.55299377441,0.0,0.0,0.0
0.0365,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.52461242676,4.54978942871,4.52438354492,4.53788757324,0.0,0.0,0.0
0.037,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.51240539551,4.53521728516,4.51110839844,4.52430725098,0.0,0.0,0.0
0.0375,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.49729919434,4.52262878418,4.49645996094,4.51110839844,0.0,0.0,0.0
0.038,-0.1013,-0.10958742981,-0.1013,-0.1013,-0.1013,-0.1013,4.4841003418,4.50790405273,4.48425292969,4.49676513672,0.0,0.0,0.0
0.0385,-0.1013,-0.109825848389,-0.1013,-0.1013,-0.1013,-0.1013,4.47120666504,4.49447631836,4.46937561035,4.48417663574,0.0,0.0,0.0
0.039,-0.1013,-0.117216824341,-0.1013,-0.1013,-0.1013,-0.1013,4.45648193359,4.48150634766,4.45640563965,4.46975708008,0.0,0.0,0.0
0.0395,-0.1013,-0.110064266968,-0.1013,-0.1013,-0.1013,-0.1013,4.44496154785,4.46685791016,4.443359375,4.45640563965,0.0,0.0,0.0
0.04,-0.1013,-0.117693661499,-0.1013,-0.1013,-0.1013,-0.1013,4.42993164062,4.45533752441,4.43000793457,4.4458770752,0.0,0.0,0.0
0.0405,-0.1013,-0.120316265869,-0.1013,-0.1013,-0.1013,-0.1013,4.45526123047,4.48501586914,4.46853637695,4.4889831543,0.0,0.0,0.0
0.041,-0.1013,-0.109825848389,-0.1013,-0.1013,-0.1013,-0.1013,4.58961486816,4.62455749512,4.6076965332,4.63195800781,0.0,0.0,0.0
0.0415,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.6630859375,4.68818664551,4.66346740723,4.67758178711,0.0,0.0,0.0
0.042,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.65065002441,4.67391967773,4.64828491211,4.66262817383,0.0,0.0,0.0
0.0425,-0.1013,-0.116263150024,-0.1013,-0.1013,-0.1013,-0.1013,4.63233947754,4.65858459473,4.63180541992,4.64645385742,0.0,0.0,0.0
0.043,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.61883544922,4.64202880859,4.61738586426,4.63066101074,0.0,0.0,0.0
0.0435,-0.1013,-0.10672640686,-0.1013,-0.1013,-0.1013,-0.1013,4.60296630859,4.6280670166,4.60166931152,4.6166229248,0.0,0.0,0.0
0.044,-0.1013,-0.107441662598,-0.1013,-0.1013,-0.1013,-0.1013,4.58793640137,4.61311340332,4.58801269531,4.60083007812,0.0,0.0,0.0
0.0445,-0.1013,-0.118408917236,-0.1013,-0.1013,-0.1013,-0.1013,4.57489013672,4.59800720215,4.57313537598,4.58770751953,0.0,0.0,0.0
0.045,-0.1013,-0.115071057129,-0.1013,-0.1013,-0.1013,-0.1013,4.55902099609,4.58465576172,4.55856323242,4.57305908203,0.0,0.0,0.0
0.0455,-0.1013,-0.10958742981,-0.1013,-0.1013,-0.1013,-0.1013,4.54650878906,4.56939697266,4.54559326172,4.55825805664,0.0,0.0,0.0
0.046,-0.1013,-0.122938870239,-0.1013,-0.1013,-0.1013,-0.1013,4.53163146973,4.55665588379,4.5304107666,4.54551696777,0.0,0.0,0.0
0.0465,-0.1013,-0.113640545654,-0.1013,-0.1013,-0.1013,-0.1013,4.51766967773,4.54223632812,4.51751708984,4.53048706055,0.0,0.0,0.0
0.047,-0.1013,-0.119362591553,-0.1013,-0.1013,-0.1013,-0.1013,4.50485229492,4.52781677246,4.50340270996,4.51774597168,0.0,0.0,0.0
0.0475,-0.1013,-0.109825848389,-0.1013,-0.1013,-0.1013,-0.1013,4.4898223877,4.51545715332,4.48944091797,4.5036315918,0.0,0.0,0.0
0.048,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.47784423828,4.50057983398,4.47692871094,4.48974609375,0.0,0.0,0.0
0.0485,-0.1013,-0.116501568604,-0.1013,-0.1013,-0.1013,-0.1013,4.46334838867,4.48806762695,4.46212768555,4.47692871094,0.0,0.0,0.0
0.049,-0.1013,-0.111733197021,-0.1013,-0.1013,-0.1013,-0.1013,4.44969177246,4.47387695312,4.45007324219,4.46228027344,0.0,0.0,0.0
0.0495,-0.1013,-0.109110592651,-0.1013,-0.1013,-0.1013,-0.1013,4.43756103516,4.46014404297,4.43580627441,4.45014953613,0.0,0.0,0.0
0.05,-0.1013,-0.117693661499,-0.1013,-0.1013,-0.1013,-0.1013,4.43206787109,4.45846557617,4.43450927734,4.4507598877,0.0,0.0,0.0
0.0505,-0.1013,-0.118647335815,-0.1013,-0.1013,-0.1013,-0.1013,4.51934814453,4.55230712891,4.53872680664,4.5622253418,0.0,0.0,0.0
0.051,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.65194702148,4.68338012695,4.66087341309,4.68002319336,0.0,0.0,0.0
0.0515,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.65744018555,4.68185424805,4.65667724609,4.66987609863,0.0,0.0,0.0
0.052,-0.1013,-0.110541104126,-0.1013,-0.1013,-0.1013,-0.1013,4.64210510254,4.66567993164,4.64004516602,4.65476989746,0.0,0.0,0.0
0.0525,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.62478637695,4.65087890625,4.62409973145,4.63859558105,0.0,0.0,0.0
0.053,-0.1013,-0.12270045166,-0.1013,-0.1013,-0.1013,-0.1013,4.61120605469,4.63447570801,4.61006164551,4.62326049805,0.0,0.0,0.0
0.0535,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.59526062012,4.6208190918,4.59396362305,4.60929870605,0.0,0.0,0.0
0.054,-0.1013,-0.116263150024,-0.1013,-0.1013,-0.1013,-0.1013,4.58068847656,4.60517883301,4.58076477051,4.59365844727,0.0,0.0,0.0
0.0545,-0.1013,-0.118408917236,-0.1013,-0.1013,-0.1013,-0.1013,4.56748962402,4.59091186523,4.56565856934,4.58053588867,0.0,0.0,0.0
0.055,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.55215454102,4.57763671875,4.5516204834,4.56550598145,0.0,0.0,0.0
0.0555,-0.1013,-0.108395336914,-0.1013,-0.1013,-0.1013,-0.1013,4.53964233398,4.56237792969,4.53842163086,4.55139160156,0.0,0.0,0.0
0.056,-0.1013,-0.10958742981,-0.1013,-0.1013,-0.1013,-0.1013,4.52438354492,4.54986572266,4.52346801758,4.53834533691,0.0,0.0,0.0
0.0565,-0.1013,-0.109825848389,-0.1013,-0.1013,-0.1013,-0.1013,4.51072692871,4.53506469727,4.51103210449,4.52362060547,0.0,0.0,0.0
0.057,-0.1013,-0.116978405762,-0.1013,-0.1013,-0.1013,-0.1013,4.49783325195,4.52117919922,4.4962310791,4.51110839844,0.0,0.0,0.0
0.0575,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.48303222656,4.50820922852,4.48303222656,4.49638366699,0.0,0.0,0.0
0.058,-0.1013,-0.120793103027,-0.1013,-0.1013,-0.1013,-0.1013,4.47158813477,4.49378967285,4.46990966797,4.48280334473,0.0,0.0,0.0
0.0585,-0.1013,-0.115309475708,-0.1013,-0.1013,-0.1013,-0.1013,4.45617675781,4.48150634766,4.45571899414,4.47006225586,0.0,0.0,0.0
0.059,-0.1013,-0.120316265869,-0.1013,-0.1013,-0.1013,-0.1013,4.44381713867,4.46685791016,4.44343566895,4.4556427002,0.0,0.0,0.0
0.0595,-0.1013,-0.111494778442,-0.1013,-0.1013,-0.1013,-0.1013,4.43077087402,4.45449829102,4.43008422852,4.44602966309,0.0,0.0,0.0
0.06,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.4571685791,4.48905944824,4.47151184082,4.4921875,0.0,0.0,0.0
0.0605,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.59426879883,4.62753295898,4.61181640625,4.63539123535,0.0,0.0,0.0
0.061,-0.1013,-0.113878964233,-0.1013,-0.1013,-0.1013,-0.1013,4.66194152832,4.68818664551,4.66247558594,4.67864990234,0.0,0.0,0.0
0.0615,-0.1013,-0.117693661499,-0.1013,-0.1013,-0.1013,-0.1013,4.64973449707,4.67315673828,4.64813232422,4.6614074707,0.0,0.0,0.0
0.062,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.63256835938,4.65797424316,4.63096618652,4.64630126953,0.0,0.0,0.0
0.0625,-0.1013,-0.111971615601,-0.1013,-0.1013,-0.1013,-0.1013,4.61692810059,4.64202880859,4.61700439453,4.63005065918,0.0,0.0,0.0
0.063,-0.1013,-0.113402127075,-0.1013,-0.1013,-0.1013,-0.1013,4.60342407227,4.62684631348,4.60136413574,4.61608886719,0.0,0.0,0.0
0.0635,-0.1013,-0.113163708496,-0.1013,-0.1013,-0.1013,-0.1013,4.58709716797,4.61288452148,4.58679199219,4.60105895996,0.0,0.0,0.0
0.064,-0.1013,-0.119839428711,-0.1013,-0.1013,-0.1013,-0.1013,4.57427978516,4.59732055664,4.57298278809,4.58633422852,0.0,0.0,0.0
0.0645,-0.1013,-0.107680081177,-0.1013,-0.1013,-0.1013,-0.1013,4.5588684082,4.58435058594,4.55772399902,4.5726776123,0.0,0.0,0.0
0.065,-0.1013,-0.115786312866,-0.1013,-0.1013,-0.1013,-0.1013,4.54490661621,4.56939697266,4.54483032227,4.55764770508,0.0,0.0,0.0
0.0655,-0.1013,-0.115071057129,-0.1013,-0.1013,-0.1013,-0.1013,4.53178405762,4.55528259277,4.53025817871,4.54483032227,0.0,0.0,0.0
0.066,-0.1013,-0.111256359863,-0.1013,-0.1013,-0.1013,-0.1013,4.51667785645,4.54216003418,4.51637268066,4.53010559082,0.0,0.0,0.0
0.0665,-0.1013,-0.110302685547,-0.1013,-0.1013,-0.1013,-0.1013,4.50469970703,4.52735900879,4.50340270996,4.51652526855,0.0,0.0,0.0
0.067,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.4896697998,4.51499938965,4.48875427246,4.5036315918,0.0,0.0,0.0
0.0675,-0.1013,-0.11483263855,-0.1013,-0.1013,-0.1013,-0.1013,4.47624206543,4.50019836426,4.47631835938,4.48890686035,0.0,0.0,0.0
0.068,-0.1013,-0.121269940186,-0.1013,-0.1013,-0.1013,-0.1013,4.46380615234,4.48669433594,4.46189880371,4.47654724121,0.0,0.0,0.0
0.0685,-0.1013,-0.116978405762,-0.1013,-0.1013,-0.1013,-0.1013,4.44892883301,4.47402954102,4.44877624512,4.46243286133,0.0,0.0,0.0
0.069,-0.1013,-0.114594219971,-0.1013,-0.1013,-0.1013,-0.1013,4.43717956543,4.45945739746,4.43618774414,4.44877624512,0.0,0.0,0.0
0.0695,-0.1013,-0.116024731445,-0.1013,-0.1013,-0.1013,-0.1013,4.43252563477,4.45915222168,4.43511962891,4.45251464844,0.0,0.0,0.0
0.07,-0.1013,-0.121031521606,-0.1013,-0.1013,-0.1013,-0.1013,4.52461242676,4.55833435059,4.54437255859,4.56756591797,0.0,0.0,0.0
0.0705,-0.1013,-0.114117382813,-0.1013,-0.1013,-0.1013,-0.1013,4.65545654297,4.68505859375,4.66239929199,4.6809387207,0.0,0.0,0.0
0.071,-0.1013,-0.107680081177,-0.1013,-0.1013,-0.1013,-0.1013,4.65614318848,4.68147277832,4.65522766113,4.66934204102,0.0,0.0,0.0
0.0715,-0.1013,-0.111017941284,-0.1013,-0.1013,-0.1013,-0.1013,4.64157104492,4.66468811035,4.63966369629,4.65324401855,0.0,0.0,0.0
0.072,-0.1013,-0.123415707397,-0.1013,-0.1013,-0.1013,-0.1013,4.62425231934,4.65019226074,4.62326049805,4.63821411133,0.0,0.0,0.0
0.0725,-0.1013,-0.108156918335,-0.1013,-0.1013,-0.1013,-0.1013,4.60990905762,4.63401794434,4.60960388184,4.62226867676,0.0,0.0,0.0
0.073,-0.1013,-0.112925289917,-0.1013,-0.1013,-0.1013,-0.1013,4.59533691406,4.61967468262,4.59335327148,4.60876464844,0.0,0.0,0.0
0.0735,-0.1013,-0.119601010132,-0.1013,-0.1013,-0.1013,-0.1013,4.57969665527,4.6053314209,4.57962036133,4.59320068359,0.0,0.0,0.0
